Nro;PERIODO;PM10
3605;2023-11-29 04;39.15
3606;2023-11-29 05;40.2
3607;2023-11-29 06;39
3608;2023-11-29 07;42.3
3609;2023-11-29 08;43.21
3610;2023-11-29 09;43.39
3611;2023-11-29 10;35.84
3612;2023-11-29 11;35.92
3613;2023-11-29 12;41.69
3614;2023-11-29 13;43.1
3615;2023-11-29 14;50.55
3616;2023-11-29 15;55.6
3617;2023-11-29 16;50.93
3618;2023-11-29 17;48.78
3619;2023-11-29 18;39
3620;2023-11-29 19;34.31
3621;2023-11-29 20;32.93
3622;2023-11-29 21;32.51
3623;2023-11-29 22;34.31
3624;2023-11-29 23;36.47
3625;2023-11-30 00;35.97
3626;2023-11-30 01;40.72
3627;2023-11-30 02;41.46
3628;2023-11-30 03;39.8
3629;2023-11-30 04;41.83
3630;2023-11-30 05;43.85
3631;2023-11-30 06;44.32
3632;2023-11-30 07;47.34
3633;2023-11-30 08;40.7
3634;2023-11-30 09;41.31
3635;2023-11-30 10;38.82
3636;2023-11-30 11;46.81
3637;2023-11-30 12;51.22
3638;2023-11-30 13;61.74
3639;2023-11-30 14;71.89
3640;2023-11-30 15;70.56
3641;2023-11-30 16;70.28
3642;2023-11-30 17;54.91
3643;2023-11-30 18;52.37
3644;2023-11-30 19;39.28
3645;2023-11-30 20;32.705
3646;2023-11-30 21;29.4175
3647;2023-11-30 22;27.77375
3648;2023-11-30 23;26.13
3649;2023-12-01 00;30.35
3650;2023-12-01 01;36.04
3651;2023-12-01 02;41.36
3652;2023-12-01 03;40.07
3653;2023-12-01 04;36.87
3654;2023-12-01 05;35.32
3655;2023-12-01 06;36.15
3656;2023-12-01 07;35.71
3657;2023-12-01 08;33.55
3658;2023-12-01 09;31.57
3659;2023-12-01 10;30.73
3660;2023-12-01 11;29.07
3661;2023-12-01 12;33.69
3662;2023-12-01 13;37.69
3663;2023-12-01 14;43.86
3664;2023-12-01 15;52.1
3665;2023-12-01 16;47.29
3666;2023-12-01 17;44.61
3667;2023-12-01 18;36.46
3668;2023-12-01 19;30.42
3669;2023-12-01 20;30.36
3670;2023-12-01 21;30.59
3671;2023-12-01 22;36.97
3672;2023-12-01 23;36.81
3673;2023-12-02 00;31.72
3674;2023-12-02 01;38.62
3675;2023-12-02 02;38.11
3676;2023-12-02 03;33.09
3677;2023-12-02 04;32.27
3678;2023-12-02 05;31.41
3679;2023-12-02 06;35.51
3680;2023-12-02 07;34.97
3681;2023-12-02 08;34.25
3682;2023-12-02 09;30.83
3683;2023-12-02 10;29.17
3684;2023-12-02 11;34.89
3685;2023-12-02 12;40.37
3686;2023-12-02 13;47.95
3687;2023-12-02 14;61.51
3688;2023-12-02 15;54.62
3689;2023-12-02 16;51.91
3690;2023-12-02 17;45.17
3691;2023-12-02 18;37.78
3692;2023-12-02 19;29.71
3693;2023-12-02 20;26.32
3694;2023-12-02 21;26.44
3695;2023-12-02 22;26.72
3696;2023-12-02 23;27.07
3697;2023-12-03 00;27.93
3698;2023-12-03 01;31.38
3699;2023-12-03 02;40.11
3700;2023-12-03 03;42.77
3701;2023-12-03 04;45.63
3702;2023-12-03 05;54.32
3703;2023-12-03 06;59.65
3704;2023-12-03 07;56.86
3705;2023-12-03 08;49.07
3706;2023-12-03 09;35.74
3707;2023-12-03 10;41.31
3708;2023-12-03 11;43.73
3709;2023-12-03 12;44.28
3710;2023-12-03 13;42.59
3711;2023-12-03 14;44.37
3712;2023-12-03 15;47.68
3713;2023-12-03 16;39.51
3714;2023-12-03 17;34.1
3715;2023-12-03 18;31.53
3716;2023-12-03 19;27.22
3717;2023-12-03 20;27.6
3718;2023-12-03 21;28.04
3719;2023-12-03 22;26.28
3720;2023-12-03 23;28.9
3721;2023-12-04 00;28.77
3722;2023-12-04 01;42.34
3723;2023-12-04 02;53.43
3724;2023-12-04 03;50.86
3725;2023-12-04 04;45.81
3726;2023-12-04 05;51.07
3727;2023-12-04 06;44.82
3728;2023-12-04 07;40.3
3729;2023-12-04 08;42.62
3730;2023-12-04 09;42.9
3731;2023-12-04 10;42.24
3732;2023-12-04 11;43.01
3733;2023-12-04 12;46.05
3734;2023-12-04 13;49.3
3735;2023-12-04 14;53.64
3736;2023-12-04 15;48.83
3737;2023-12-04 16;44.21
3738;2023-12-04 17;43.94
3739;2023-12-04 18;33.02
3740;2023-12-04 19;29.42
3741;2023-12-04 20;28.64
3742;2023-12-04 21;26.28
3743;2023-12-04 22;25.39
3744;2023-12-04 23;24.44
3745;2023-12-05 00;27.48
3746;2023-12-05 01;28.23
3747;2023-12-05 02;30.61
3748;2023-12-05 03;33.77
3749;2023-12-05 04;35.81
3750;2023-12-05 05;35.75
3751;2023-12-05 06;35.28
3752;2023-12-05 07;33.48
3753;2023-12-05 08;32.29
3754;2023-12-05 09;34
3755;2023-12-05 10;34.56
3756;2023-12-05 11;40.9
3757;2023-12-05 12;42.12
3758;2023-12-05 13;52.22
3759;2023-12-05 14;63.3
3760;2023-12-05 15;60.12
3761;2023-12-05 16;49.73
3762;2023-12-05 17;47.42
3763;2023-12-05 18;47.77
3764;2023-12-05 19;36.01
3765;2023-12-05 20;32.29
3766;2023-12-05 21;33.95
3767;2023-12-05 22;36.65
3768;2023-12-05 23;29.45
3769;2023-12-06 00;35.31
3770;2023-12-06 01;40.27
3771;2023-12-06 02;40.53
3772;2023-12-06 03;39.04
3773;2023-12-06 04;40.43
3774;2023-12-06 05;40.15
3775;2023-12-06 06;38.79
3776;2023-12-06 07;37.98
3777;2023-12-06 08;38.96
3778;2023-12-06 09;44.2
3779;2023-12-06 10;47.8
3780;2023-12-06 11;51.15
3781;2023-12-06 12;80.7
3782;2023-12-06 13;88.3
3783;2023-12-06 14;49.52
3784;2023-12-06 15;51.66
3785;2023-12-06 16;48.4
3786;2023-12-06 17;49.48
3787;2023-12-06 18;41.32
3788;2023-12-06 19;33.15
3789;2023-12-06 20;32.61
3790;2023-12-06 21;32.78
3791;2023-12-06 22;34.1
3792;2023-12-06 23;36.3
3793;2023-12-07 00;41.86
3794;2023-12-07 01;47.38
3795;2023-12-07 02;50.48
3796;2023-12-07 03;47.92
3797;2023-12-07 04;40.76
3798;2023-12-07 05;40.88
3799;2023-12-07 06;48.2
3800;2023-12-07 07;43.19
3801;2023-12-07 08;31.99
3802;2023-12-07 09;30.64
3803;2023-12-07 10;34.65
3804;2023-12-07 11;40.5
3805;2023-12-07 12;51.12
3806;2023-12-07 13;57.42
3807;2023-12-07 14;58.8
3808;2023-12-07 15;50.46
3809;2023-12-07 16;48.96
3810;2023-12-07 17;38.92
3811;2023-12-07 18;31.67
3812;2023-12-07 19;28.89
3813;2023-12-07 20;31.5
3814;2023-12-07 21;32.79
3815;2023-12-07 22;28.81
3816;2023-12-07 23;29.29
3817;2023-12-08 00;31.72
3818;2023-12-08 01;34.06
3819;2023-12-08 02;39.23
3820;2023-12-08 03;43.15
3821;2023-12-08 04;54.59
3822;2023-12-08 05;53.52
3823;2023-12-08 06;50.2
3824;2023-12-08 07;54.59
3825;2023-12-08 08;59.71
3826;2023-12-08 09;55.99
3827;2023-12-08 10;52.76
3828;2023-12-08 11;58.32
3829;2023-12-08 12;85.2
3830;2023-12-08 13;58.02
3831;2023-12-08 14;43.58
3832;2023-12-08 15;40.77
3833;2023-12-08 16;40.83
3834;2023-12-08 17;41.72
3835;2023-12-08 18;35.52
3836;2023-12-08 19;28.46
3837;2023-12-08 20;27.9
3838;2023-12-08 21;29.17
3839;2023-12-08 22;31.33
3840;2023-12-08 23;32.78
3841;2023-12-09 00;41.32
3842;2023-12-09 01;41.27
3843;2023-12-09 02;38.79
3844;2023-12-09 03;39.82
3845;2023-12-09 04;33.66
3846;2023-12-09 05;34.77
3847;2023-12-09 06;35.65
3848;2023-12-09 07;35.18
3849;2023-12-09 08;37.06
3850;2023-12-09 09;34.67
3851;2023-12-09 10;37.07
3852;2023-12-09 11;39.87
3853;2023-12-09 12;41.49
3854;2023-12-09 13;46.94
3855;2023-12-09 14;40.06
3856;2023-12-09 15;38.97
3857;2023-12-09 16;42.38
3858;2023-12-09 17;38.29
3859;2023-12-09 18;29.73
3860;2023-12-09 19;28.23
3861;2023-12-09 20;24.1
3862;2023-12-09 21;26.29
3863;2023-12-09 22;28.96
3864;2023-12-09 23;34.4
3865;2023-12-10 00;40.98
3866;2023-12-10 01;40.27
3867;2023-12-10 02;42.48
3868;2023-12-10 03;41.5
3869;2023-12-10 04;35.35
3870;2023-12-10 05;31.96
3871;2023-12-10 06;31.38
3872;2023-12-10 07;23.03
3873;2023-12-10 08;22.94
3874;2023-12-10 09;28.96
3875;2023-12-10 10;24.98
3876;2023-12-10 11;27.65
3877;2023-12-10 12;31.09
3878;2023-12-10 13;31.62
3879;2023-12-10 14;28.17
3880;2023-12-10 15;30.19
3881;2023-12-10 16;28.72
3882;2023-12-10 17;28.95
3883;2023-12-10 18;24.61
3884;2023-12-10 19;22.92
3885;2023-12-10 20;23.72
3886;2023-12-10 21;21.55
3887;2023-12-10 22;20.37
3888;2023-12-10 23;22.33
3889;2023-12-11 00;24.66
3890;2023-12-11 01;32.18
3891;2023-12-11 02;40.96
3892;2023-12-11 03;43.82
3893;2023-12-11 04;45.94
3894;2023-12-11 05;46.13
3895;2023-12-11 06;46.73
3896;2023-12-11 07;47.74
3897;2023-12-11 08;46.86
3898;2023-12-11 09;45.67
3899;2023-12-11 10;49.42
3900;2023-12-11 11;51.28
3901;2023-12-11 12;61.96
3902;2023-12-11 13;68.66
3903;2023-12-11 14;62.36
3904;2023-12-11 15;54.65
3905;2023-12-11 16;45.59
3906;2023-12-11 17;35.26
3907;2023-12-11 18;34.62
3908;2023-12-11 19;28.87
3909;2023-12-11 20;27.76
3910;2023-12-11 21;24
3911;2023-12-11 22;26.28
3912;2023-12-11 23;27.5
3913;2023-12-12 00;26.37
3914;2023-12-12 01;29.96
3915;2023-12-12 02;34.18
3916;2023-12-12 03;34.22
3917;2023-12-12 04;36.11
3918;2023-12-12 05;34.16
3919;2023-12-12 06;33.37
3920;2023-12-12 07;36.57
3921;2023-12-12 08;46.66
3922;2023-12-12 09;54.81
3923;2023-12-12 10;54.87
3924;2023-12-12 11;38.65
3925;2023-12-12 12;47.88
3926;2023-12-12 13;51.97
3927;2023-12-12 14;53.75
3928;2023-12-12 15;49.85
3929;2023-12-12 16;49.39
3930;2023-12-12 17;34.47
3931;2023-12-12 18;33.33
3932;2023-12-12 19;32.04
3933;2023-12-12 20;32.21
3934;2023-12-12 21;30.63
3935;2023-12-12 22;28.77
3936;2023-12-12 23;31.14
3937;2023-12-13 00;30.49
3938;2023-12-13 01;35
3939;2023-12-13 02;37.84
3940;2023-12-13 03;42.9
3941;2023-12-13 04;45.04
3942;2023-12-13 05;41.17
3943;2023-12-13 06;41.92
3944;2023-12-13 07;47.23
3945;2023-12-13 08;52.89
3946;2023-12-13 09;51.85
3947;2023-12-13 10;47.84
3948;2023-12-13 11;30.43
3949;2023-12-13 12;35.49
3950;2023-12-13 13;43.83
3951;2023-12-13 14;53.66
3952;2023-12-13 15;58.28
3953;2023-12-13 16;42.84
3954;2023-12-13 17;30.77
3955;2023-12-13 18;26.63
3956;2023-12-13 19;31.89
3957;2023-12-13 20;32.86
3958;2023-12-13 21;32.22
3959;2023-12-13 22;37.59
3960;2023-12-13 23;36.81
3961;2023-12-14 00;34.64
3962;2023-12-14 01;35.47
3963;2023-12-14 02;40.3
3964;2023-12-14 03;41.73
3965;2023-12-14 04;39.66
3966;2023-12-14 05;45.25
3967;2023-12-14 06;52.09
3968;2023-12-14 07;51.25
3969;2023-12-14 08;54.82
3970;2023-12-14 09;56.54
3971;2023-12-14 10;57.69
3972;2023-12-14 11;57.39
3973;2023-12-14 12;63.13
3974;2023-12-14 13;59.3
3975;2023-12-14 14;57.94
3976;2023-12-14 15;50
3977;2023-12-14 16;42.47
3978;2023-12-14 17;32.54
3979;2023-12-14 18;31.23
3980;2023-12-14 19;28.08
3981;2023-12-14 20;27.5
3982;2023-12-14 21;25.21
3983;2023-12-14 22;31.05
3984;2023-12-14 23;36.23
3985;2023-12-15 00;38.23
3986;2023-12-15 01;45.99
3987;2023-12-15 02;46.58
3988;2023-12-15 03;46.69
3989;2023-12-15 04;46.47
3990;2023-12-15 05;44.48
3991;2023-12-15 06;41.65
3992;2023-12-15 07;31.9
3993;2023-12-15 08;31.72
3994;2023-12-15 09;31.27
3995;2023-12-15 10;32.49
3996;2023-12-15 11;35.78
3997;2023-12-15 12;34.96
3998;2023-12-15 13;45.97
3999;2023-12-15 14;54.76
4000;2023-12-15 15;61.14
4001;2023-12-15 16;57.97
4002;2023-12-15 17;50.01
4003;2023-12-15 18;34.68
4004;2023-12-15 19;37.28
4005;2023-12-15 20;33.85
4006;2023-12-15 21;29.29
4007;2023-12-15 22;26.84
4008;2023-12-15 23;28.9
4009;2023-12-16 00;27.41
4010;2023-12-16 01;32.43
4011;2023-12-16 02;40.9
4012;2023-12-16 03;35.84
4013;2023-12-16 04;34.03
4014;2023-12-16 05;36.55
4015;2023-12-16 06;39.01
4016;2023-12-16 07;37.03
4017;2023-12-16 08;34.97
4018;2023-12-16 09;36.43
4019;2023-12-16 10;31.73
4020;2023-12-16 11;34.94
4021;2023-12-16 12;35.45
4022;2023-12-16 13;42.05
4023;2023-12-16 14;48.38
4024;2023-12-16 15;47.23
4025;2023-12-16 16;49.64
4026;2023-12-16 17;43.15
4027;2023-12-16 18;30.66
4028;2023-12-16 19;24.57
4029;2023-12-16 20;27.29
4030;2023-12-16 21;26.5
4031;2023-12-16 22;30.13
4032;2023-12-16 23;32.08
4033;2023-12-17 00;29.2
4034;2023-12-17 01;32.67
4035;2023-12-17 02;27.56
4036;2023-12-17 03;26.11
4037;2023-12-17 04;29.33
4038;2023-12-17 05;34.71
4039;2023-12-17 06;60.61
4040;2023-12-17 07;53.48
4041;2023-12-17 08;55.82
4042;2023-12-17 09;62.95
4043;2023-12-17 10;70.07
4044;2023-12-17 11;62.25
4045;2023-12-17 12;60.28
4046;2023-12-17 13;53.19
4047;2023-12-17 14;50.87
4048;2023-12-17 15;43.49
4049;2023-12-17 16;41.65
4050;2023-12-17 17;20.73
4051;2023-12-17 18;20.13
4052;2023-12-17 19;18.47
4053;2023-12-17 20;21.32
4054;2023-12-17 21;17.07
4055;2023-12-17 22;16.89
4056;2023-12-17 23;19.99
4057;2023-12-18 00;19.44
4058;2023-12-18 01;26.34
4059;2023-12-18 02;36.9
4060;2023-12-18 03;34.56
4061;2023-12-18 04;23.91
4062;2023-12-18 05;29.44
4063;2023-12-18 06;26.28
4064;2023-12-18 07;21.46
4065;2023-12-18 08;22.4
4066;2023-12-18 09;26.15
4067;2023-12-18 10;27.62
4068;2023-12-18 11;25.95
4069;2023-12-18 12;26.87
4070;2023-12-18 13;29.17
4071;2023-12-18 14;33.18
4072;2023-12-18 15;43.15
4073;2023-12-18 16;39.93
4074;2023-12-18 17;30.71
4075;2023-12-18 18;27.41
4076;2023-12-18 19;24.98
4077;2023-12-18 20;23.44
4078;2023-12-18 21;23.61
4079;2023-12-18 22;27.67
4080;2023-12-18 23;25.39
4081;2023-12-19 00;23.86
4082;2023-12-19 01;27.21
4083;2023-12-19 02;34.625
4084;2023-12-19 03;42.04
4085;2023-12-19 04;41.41
4086;2023-12-19 05;48.72
4087;2023-12-19 06;39.75
4088;2023-12-19 07;41.41
4089;2023-12-19 08;42.38
4090;2023-12-19 09;35.59
4091;2023-12-19 10;33.44
4092;2023-12-19 11;39.17
4093;2023-12-19 12;28.77
4094;2023-12-19 13;28.48
4095;2023-12-19 14;32.01
4096;2023-12-19 15;30.84
4097;2023-12-19 16;30.255
4098;2023-12-19 17;29.67
4099;2023-12-19 18;33.69
4100;2023-12-19 19;25.72
4101;2023-12-19 20;24.92
4102;2023-12-19 21;30.28
4103;2023-12-19 22;35.23
4104;2023-12-19 23;28.92
4105;2023-12-20 00;26.75
4106;2023-12-20 01;33.16
4107;2023-12-20 02;28.08
4108;2023-12-20 03;31.29
4109;2023-12-20 04;41.55
4110;2023-12-20 05;30.76
4111;2023-12-20 06;24.39
4112;2023-12-20 07;15.64
4113;2023-12-20 08;11.93
4114;2023-12-20 09;11.09
4115;2023-12-20 10;12.01
4116;2023-12-20 11;12.56
4117;2023-12-20 12;13.45
4118;2023-12-20 13;16.03
4119;2023-12-20 14;15.16
4120;2023-12-20 15;15.54
4121;2023-12-20 16;21.2
4122;2023-12-20 17;25.29
4123;2023-12-20 18;26.09
4124;2023-12-20 19;22.16
4125;2023-12-20 20;29.41
4126;2023-12-20 21;33.63
4127;2023-12-20 22;35.14
4128;2023-12-20 23;34.14
4129;2023-12-21 00;30.64
4130;2023-12-21 01;32.36
4131;2023-12-21 02;29.34
4132;2023-12-21 03;29.53
4133;2023-12-21 04;24.03
4134;2023-12-21 05;26.29
4135;2023-12-21 06;26.99
4136;2023-12-21 07;28.24
4137;2023-12-21 08;29.39
4138;2023-12-21 09;30.21
4139;2023-12-21 10;29.33
4140;2023-12-21 11;37.02
4141;2023-12-21 12;37.69
4142;2023-12-21 13;45.95
4143;2023-12-21 14;56.36
4144;2023-12-21 15;43.55
4145;2023-12-21 16;39.41
4146;2023-12-21 17;37.93
4147;2023-12-21 18;36.4
4148;2023-12-21 19;35.34
4149;2023-12-21 20;36.25
4150;2023-12-21 21;43.14
4151;2023-12-21 22;43.91
4152;2023-12-21 23;35.56
4153;2023-12-22 00;28.67
4154;2023-12-22 01;28.35
4155;2023-12-22 02;29.32
4156;2023-12-22 03;29.91
4157;2023-12-22 04;32
4158;2023-12-22 05;35.09
4159;2023-12-22 06;36.96
4160;2023-12-22 07;29.53
4161;2023-12-22 08;29.64
4162;2023-12-22 09;34.59
4163;2023-12-22 10;37.2
4164;2023-12-22 11;36.32
4165;2023-12-22 12;41.28
4166;2023-12-22 13;49.39
4167;2023-12-22 14;55.6
4168;2023-12-22 15;61.18
4169;2023-12-22 16;57.38
4170;2023-12-22 17;46.55
4171;2023-12-22 18;39.87
4172;2023-12-22 19;31.58
4173;2023-12-22 20;24.52
4174;2023-12-22 21;26.95
4175;2023-12-22 22;17.27
4176;2023-12-22 23;17.38
4177;2023-12-23 00;17.69
4178;2023-12-23 01;22.04
4179;2023-12-23 02;31.3
4180;2023-12-23 03;36.88
4181;2023-12-23 04;31.39
4182;2023-12-23 05;25.73
4183;2023-12-23 06;30.96
4184;2023-12-23 07;29
4185;2023-12-23 08;24.52
4186;2023-12-23 09;24.74
4187;2023-12-23 10;27.37
4188;2023-12-23 11;31.11
4189;2023-12-23 12;31.88
4190;2023-12-23 13;36.07
4191;2023-12-23 14;46.1
4192;2023-12-23 15;42.78
4193;2023-12-23 16;36.15
4194;2023-12-23 17;27.83
4195;2023-12-23 18;23.02
4196;2023-12-23 19;19.89
4197;2023-12-23 20;17.86
4198;2023-12-23 21;23.29
4199;2023-12-23 22;27.84
4200;2023-12-23 23;27.95
4201;2023-12-24 00;27.46
4202;2023-12-24 01;36.14
4203;2023-12-24 02;42.68
4204;2023-12-24 03;44.88
4205;2023-12-24 04;33.04
4206;2023-12-24 05;32.59
4207;2023-12-24 06;31
4208;2023-12-24 07;27.89
4209;2023-12-24 08;41.73
4210;2023-12-24 09;38.23
4211;2023-12-24 10;25.74
4212;2023-12-24 11;24.01
4213;2023-12-24 12;33.44
4214;2023-12-24 13;36.44
4215;2023-12-24 14;38.27
4216;2023-12-24 15;33.11
4217;2023-12-24 16;27.53
4218;2023-12-24 17;28.01
4219;2023-12-24 18;23.01
4220;2023-12-24 19;21.68
4221;2023-12-24 20;20.39
4222;2023-12-24 21;20.35
4223;2023-12-24 22;23.2
4224;2023-12-24 23;26.76
4225;2023-12-25 00;26.91
4226;2023-12-25 01;25.7
4227;2023-12-25 02;26.39
4228;2023-12-25 03;24.36
4229;2023-12-25 04;26.77
4230;2023-12-25 05;27.98
4231;2023-12-25 06;67.95
4232;2023-12-25 07;70.12
4233;2023-12-25 08;66.88
4234;2023-12-25 09;56.8
4235;2023-12-25 10;34.69
4236;2023-12-25 11;21.33
4237;2023-12-25 12;26.83
4238;2023-12-25 13;32.11
4239;2023-12-25 14;38.44
4240;2023-12-25 15;34.81
4241;2023-12-25 16;31.06
4242;2023-12-25 17;25.52
4243;2023-12-25 18;23.29
4244;2023-12-25 19;18.4
4245;2023-12-25 20;15.11
4246;2023-12-25 21;15.14
4247;2023-12-25 22;16.2
4248;2023-12-25 23;14.75
4249;2023-12-26 00;17.87
4250;2023-12-26 01;21.48
4251;2023-12-26 02;24.05
4252;2023-12-26 03;24.36
4253;2023-12-26 04;22.23
4254;2023-12-26 05;19.28
4255;2023-12-26 06;20.78
4256;2023-12-26 07;21.28
4257;2023-12-26 08;21.68
4258;2023-12-26 09;23.86
4259;2023-12-26 10;26.4
4260;2023-12-26 11;30.48
4261;2023-12-26 12;26.89
4262;2023-12-26 13;30.26
4263;2023-12-26 14;35.42
4264;2023-12-26 15;39.46
4265;2023-12-26 16;37.31
4266;2023-12-26 17;31.67
4267;2023-12-26 18;23.63
4268;2023-12-26 19;19.96
4269;2023-12-26 20;17.98
4270;2023-12-26 21;17.04
4271;2023-12-26 22;20.2
4272;2023-12-26 23;23.39
4273;2023-12-27 00;22.94
4274;2023-12-27 01;27.37
4275;2023-12-27 02;27.99
4276;2023-12-27 03;25.26
4277;2023-12-27 04;22.14
4278;2023-12-27 05;17.02
4279;2023-12-27 06;15.91
4280;2023-12-27 07;34.17
4281;2023-12-27 08;24.61
4282;2023-12-27 09;20.05
4283;2023-12-27 10;22.48
4284;2023-12-27 11;25.59
4285;2023-12-27 12;26.74
4286;2023-12-27 13;32.91
4287;2023-12-27 14;36.9
4288;2023-12-27 15;34.6
4289;2023-12-27 16;27.01
4290;2023-12-27 17;25.44
4291;2023-12-27 18;22.31
4292;2023-12-27 19;18.7
4293;2023-12-27 20;17.99
4294;2023-12-27 21;16.82
4295;2023-12-27 22;18
4296;2023-12-27 23;19.24
4297;2023-12-28 00;28.67
4298;2023-12-28 01;31.05
4299;2023-12-28 02;25.3
4300;2023-12-28 03;27.98
4301;2023-12-28 04;26.88
4302;2023-12-28 05;25.28
4303;2023-12-28 06;29.25
4304;2023-12-28 07;25.62
4305;2023-12-28 08;24.76
4306;2023-12-28 09;29.78
4307;2023-12-28 10;29.2
4308;2023-12-28 11;36.69
4309;2023-12-28 12;36.53
4310;2023-12-28 13;50.76
4311;2023-12-28 14;49.97
4312;2023-12-28 15;35.21
4313;2023-12-28 16;28.79
4314;2023-12-28 17;31.11
4315;2023-12-28 18;21.63
4316;2023-12-28 19;18.1
4317;2023-12-28 20;17.02
4318;2023-12-28 21;16.78
4319;2023-12-28 22;20.05
4320;2023-12-28 23;26.01
4321;2023-12-29 00;26.68
4322;2023-12-29 01;26.81
4323;2023-12-29 02;29.07
4324;2023-12-29 03;29.33
4325;2023-12-29 04;26.57
4326;2023-12-29 05;22.75
4327;2023-12-29 06;20.73
4328;2023-12-29 07;18.31
4329;2023-12-29 08;19.95
4330;2023-12-29 09;19.4
4331;2023-12-29 10;25.01
4332;2023-12-29 11;25.12
4333;2023-12-29 12;27.62
4334;2023-12-29 13;34.05
4335;2023-12-29 14;46.58
4336;2023-12-29 15;41.7
4337;2023-12-29 16;33.52
4338;2023-12-29 17;33.2
4339;2023-12-29 18;23.42
4340;2023-12-29 19;18.13
4341;2023-12-29 20;18.21
4342;2023-12-29 21;21.69
4343;2023-12-29 22;20.07
4344;2023-12-29 23;24.32
4345;2023-12-30 00;23.69
4346;2023-12-30 01;25.55
4347;2023-12-30 02;29.11
4348;2023-12-30 03;31.66
4349;2023-12-30 04;31.22
4350;2023-12-30 05;30.78
4351;2023-12-30 06;28.02
4352;2023-12-30 07;34.72
4353;2023-12-30 08;35.05
4354;2023-12-30 09;38.32
4355;2023-12-30 10;46.85
4356;2023-12-30 11;58.53
4357;2023-12-30 12;56.82
4358;2023-12-30 13;72.08
4359;2023-12-30 14;61.11
4360;2023-12-30 15;38.87
4361;2023-12-30 16;34.84
4362;2023-12-30 17;28.95
4363;2023-12-30 18;26.46
4364;2023-12-30 19;22.22
4365;2023-12-30 20;23.87
4366;2023-12-30 21;24.55
4367;2023-12-30 22;27.38
4368;2023-12-30 23;26.92
4369;2023-12-31 00;31.95
4370;2023-12-31 01;33.66
4371;2023-12-31 02;30.13
4372;2023-12-31 03;32.86
4373;2023-12-31 04;30.79
4374;2023-12-31 05;35.89
4375;2023-12-31 06;38.13
4376;2023-12-31 07;39.39
4377;2023-12-31 08;40.21
4378;2023-12-31 09;44.02
4379;2023-12-31 10;43.05
4380;2023-12-31 11;40.93
4381;2023-12-31 12;37.46
4382;2023-12-31 13;32.29
4383;2023-12-31 14;33.78
4384;2023-12-31 15;35.79
4385;2023-12-31 16;42.88
4386;2023-12-31 17;33.07
4387;2023-12-31 18;27.34
4388;2023-12-31 19;25.76
4389;2023-12-31 20;23.14
4390;2023-12-31 21;21.63
4391;2023-12-31 22;22.55
4392;2023-12-31 23;24.13
